window_id,flight_id,window_index,num_samples,true_label,predicted_label,is_correct,fault_samples_in_window,max_vel_z,max_vel_xy,max_gyro_xy,max_gyro_z
2018-07-18/flight2_w10,2018-07-18/flight2,10,100,Nominal,Nominal,True,0,0.050000,0.090000,0.026000,0.017000
2018-07-18/flight2_w11,2018-07-18/flight2,11,100,Nominal,Nominal,True,0,0.040000,0.090000,0.024000,0.013000
2018-07-18/flight2_w12,2018-07-18/flight2,12,100,Nominal,Nominal,True,0,0.040000,0.090000,0.022000,0.009000
2018-07-18/flight2_w13,2018-07-18/flight2,13,100,Nominal,Nominal,True,0,0.030000,0.070000,0.023000,0.009000
2018-07-18/flight2_w14,2018-07-18/flight2,14,100,Nominal,Nominal,True,0,0.020000,0.080000,0.023000,0.009000
2018-07-18/flight2_w15,2018-07-18/flight2,15,100,Nominal,Nominal,True,0,0.020000,0.080000,0.023000,0.009000
2018-07-18/flight2_w16,2018-07-18/flight2,16,100,Nominal,Nominal,True,0,0.020000,0.080000,0.023000,0.009000
2018-07-18/flight2_w17,2018-07-18/flight2,17,100,Nominal,Nominal,True,0,0.010000,0.080000,0.023000,0.010000
2018-07-18/flight2_w18,2018-07-18/flight2,18,100,Nominal,Nominal,True,0,0.020000,0.070000,0.023000,0.009000
2018-07-18/flight2_w19,2018-07-18/flight2,19,100,Nominal,Nominal,True,0,0.010000,0.100000,0.023000,0.008000
2018-07-18/flight2_w20,2018-07-18/flight2,20,100,Nominal,Nominal,True,0,0.010000,0.080000,0.023000,0.009000
2018-07-18/flight2_w21,2018-07-18/flight2,21,100,Nominal,Nominal,True,0,0.020000,0.090000,0.023000,0.012000
2018-07-18/flight2_w22,2018-07-18/flight2,22,100,Nominal,Nominal,True,0,0.020000,0.090000,0.023000,0.011000
2018-07-18/flight2_w23,2018-07-18/flight2,23,100,Nominal,Nominal,True,0,0.020000,0.090000,0.023000,0.011000
2018-07-18/flight2_w24,2018-07-18/flight2,24,100,Nominal,Nominal,True,0,0.030000,0.090000,0.023000,0.012000
2018-07-18/flight2_w25,2018-07-18/flight2,25,100,Nominal,Nominal,True,0,0.030000,0.110000,0.023000,0.012000
2018-07-18/flight2_w26,2018-07-18/flight2,26,100,Nominal,Nominal,True,0,0.030000,0.120000,0.023000,0.009000
2018-07-18/flight2_w27,2018-07-18/flight2,27,100,Nominal,Nominal,True,0,0.040000,0.100000,0.023000,0.009000
2018-07-18/flight2_w28,2018-07-18/flight2,28,100,Nominal,Nominal,True,0,0.040000,0.110000,0.024000,0.012000
2018-07-18/flight2_w29,2018-07-18/flight2,29,100,Nominal,Nominal,True,0,0.050000,0.110000,0.024000,0.012000
2018-07-18/flight2_w30,2018-07-18/flight2,30,100,Nominal,Nominal,True,0,0.040000,0.120000,0.024000,0.009000
2018-07-18/flight2_w31,2018-07-18/flight2,31,100,Nominal,Nominal,True,0,0.030000,0.090000,0.023000,0.009000
2018-07-18/flight2_w32,2018-07-18/flight2,32,100,Nominal,Nominal,True,0,0.030000,0.090000,0.024000,0.011000
2018-07-18/flight2_w33,2018-07-18/flight2,33,100,Nominal,Nominal,True,0,0.050000,0.090000,0.024000,0.010000
2018-07-18/flight2_w34,2018-07-18/flight2,34,100,Nominal,Nominal,True,0,0.050000,0.110000,0.024000,0.011000
2018-07-18/flight2_w35,2018-07-18/flight2,35,100,Nominal,Nominal,True,0,0.040000,0.120000,0.024000,0.009000
2018-07-18/flight2_w36,2018-07-18/flight2,36,100,Nominal,Nominal,True,0,0.040000,0.100000,0.024000,0.009000
2018-07-18/flight2_w37,2018-07-18/flight2,37,100,Nominal,Nominal,True,0,0.040000,0.080000,0.024000,0.009000
2018-07-18/flight2_w38,2018-07-18/flight2,38,100,Nominal,Nominal,True,0,0.040000,0.080000,0.024000,0.010000
2018-07-18/flight2_w39,2018-07-18/flight2,39,100,Nominal,Nominal,True,0,0.040000,0.090000,0.024000,0.009000
2018-07-18/flight2_w40,2018-07-18/flight2,40,100,Nominal,Nominal,True,0,0.030000,0.090000,0.024000,0.008000
2018-07-18/flight2_w41,2018-07-18/flight2,41,100,Nominal,Nominal,True,0,0.050000,0.090000,0.024000,0.008000
2018-07-18/flight2_w42,2018-07-18/flight2,42,100,Nominal,Nominal,True,0,0.040000,0.100000,0.025000,0.013000
2018-07-18/flight2_w43,2018-07-18/flight2,43,100,Nominal,Nominal,True,0,0.030000,0.080000,0.025000,0.014000
2018-07-18/flight2_w44,2018-07-18/flight2,44,100,Nominal,Nominal,True,0,0.020000,0.090000,0.025000,0.017000
2018-07-18/flight2_w45,2018-07-18/flight2,45,100,Nominal,Nominal,True,0,0.010000,0.070000,0.024000,0.010000
2018-07-18/flight2_w46,2018-07-18/flight2,46,100,Nominal,Nominal,True,0,0.020000,0.100000,0.024000,0.009000
2018-07-18/flight2_w47,2018-07-18/flight2,47,100,Nominal,Nominal,True,0,0.020000,0.070000,0.024000,0.009000
2018-07-18/flight2_w48,2018-07-18/flight2,48,100,Nominal,Nominal,True,0,0.010000,0.080000,0.026000,0.016000
2018-07-18/flight2_w49,2018-07-18/flight2,49,100,Nominal,Nominal,True,0,0.030000,0.100000,0.024000,0.014000
2018-07-18/flight2_w50,2018-07-18/flight2,50,100,Nominal,Nominal,True,0,0.030000,0.100000,0.024000,0.015000
2018-07-18/flight2_w51,2018-07-18/flight2,51,100,Nominal,Nominal,True,0,0.010000,0.080000,0.025000,0.014000
2018-07-18/flight2_w52,2018-07-18/flight2,52,100,Nominal,Nominal,True,0,0.010000,0.060000,0.024000,0.013000
2018-07-18/flight2_w53,2018-07-18/flight2,53,100,Nominal,Nominal,True,0,0.010000,0.070000,0.024000,0.012000
2018-07-18/flight2_w54,2018-07-18/flight2,54,100,Nominal,Nominal,True,0,0.050000,0.060000,0.024000,0.015000
2018-07-18/flight2_w55,2018-07-18/flight2,55,100,Nominal,Nominal,True,0,0.020000,0.060000,0.025000,0.020000
2018-07-18/flight2_w56,2018-07-18/flight2,56,100,Nominal,Nominal,True,0,0.020000,0.070000,0.024000,0.009000
2018-07-18/flight2_w57,2018-07-18/flight2,57,100,Nominal,Nominal,True,0,0.060000,0.080000,0.025000,0.012000
2018-07-18/flight2_w58,2018-07-18/flight2,58,100,Nominal,Nominal,True,0,0.060000,0.060000,0.025000,0.013000
2018-07-18/flight2_w59,2018-07-18/flight2,59,100,Nominal,Nominal,True,0,0.010000,0.060000,0.025000,0.012000
2018-07-18/flight2_w60,2018-07-18/flight2,60,100,Nominal,Nominal,True,0,0.020000,0.060000,0.024000,0.009000
2018-07-18/flight2_w61,2018-07-18/flight2,61,100,Nominal,Nominal,True,0,0.020000,0.060000,0.024000,0.009000
2018-07-18/flight2_w62,2018-07-18/flight2,62,100,Nominal,Nominal,True,0,0.010000,0.070000,0.024000,0.009000
2018-07-18/flight2_w63,2018-07-18/flight2,63,100,Nominal,Nominal,True,0,0.020000,0.090000,0.024000,0.010000
2018-07-18/flight2_w64,2018-07-18/flight2,64,100,Nominal,Nominal,True,0,0.010000,0.060000,0.024000,0.011000
2018-07-18/flight2_w65,2018-07-18/flight2,65,100,Nominal,Nominal,True,0,0.010000,0.060000,0.024000,0.010000
2018-07-18/flight2_w66,2018-07-18/flight2,66,100,Nominal,Nominal,True,0,0.010000,0.070000,0.024000,0.010000
2018-07-18/flight2_w67,2018-07-18/flight2,67,100,Nominal,Nominal,True,0,0.020000,0.070000,0.024000,0.010000
2018-07-18/flight2_w68,2018-07-18/flight2,68,100,Nominal,Nominal,True,0,0.020000,0.050000,0.024000,0.009000
2018-07-18/flight2_w69,2018-07-18/flight2,69,100,Nominal,Nominal,True,0,0.030000,0.060000,0.024000,0.010000
2018-07-18/flight2_w70,2018-07-18/flight2,70,100,Nominal,Nominal,True,0,0.020000,0.060000,0.024000,0.009000
2018-07-18/flight2_w71,2018-07-18/flight2,71,100,Nominal,Nominal,True,0,0.010000,0.060000,0.024000,0.010000
2018-07-18/flight2_w72,2018-07-18/flight2,72,100,Nominal,Nominal,True,0,0.020000,0.080000,0.025000,0.013000
2018-07-18/flight2_w73,2018-07-18/flight2,73,100,Nominal,Nominal,True,0,0.030000,0.070000,0.024000,0.013000
2018-07-18/flight2_w74,2018-07-18/flight2,74,100,Nominal,Nominal,True,0,0.020000,0.060000,0.024000,0.012000
2018-07-18/flight2_w75,2018-07-18/flight2,75,100,Nominal,Nominal,True,0,0.020000,0.070000,0.024000,0.022000
2018-07-18/flight2_w76,2018-07-18/flight2,76,100,Nominal,Nominal,True,0,0.020000,0.070000,0.025000,0.023000
2018-07-18/flight2_w77,2018-07-18/flight2,77,100,Nominal,Nominal,True,0,0.030000,0.080000,0.026000,0.021000
2018-07-18/flight2_w78,2018-07-18/flight2,78,100,Nominal,Nominal,True,0,0.030000,0.070000,0.025000,0.010000
2018-07-18/flight2_w79,2018-07-18/flight2,79,100,Nominal,Nominal,True,0,0.040000,0.080000,0.025000,0.010000
2018-07-18/flight2_w80,2018-07-18/flight2,80,100,Nominal,Nominal,True,0,0.030000,0.070000,0.024000,0.009000
2018-07-18/flight2_w81,2018-07-18/flight2,81,100,Nominal,Nominal,True,0,0.020000,0.060000,0.025000,0.013000
2018-07-18/flight2_w82,2018-07-18/flight2,82,100,Nominal,Nominal,True,0,0.020000,0.050000,0.026000,0.016000
2018-07-18/flight2_w83,2018-07-18/flight2,83,100,Nominal,Nominal,True,0,0.040000,0.070000,0.097000,0.097000
2018-07-18/flight2_w84,2018-07-18/flight2,84,100,Nominal,Nominal,True,0,0.040000,0.060000,0.150000,0.148000
2018-07-18/flight2_w85,2018-07-18/flight2,85,100,Nominal,Nominal,True,0,0.020000,0.050000,0.147000,0.063000
2018-07-18/flight2_w86,2018-07-18/flight2,86,100,Nominal,Nominal,True,0,0.040000,0.280000,0.182000,0.172000
2018-07-18/flight2_w87,2018-07-18/flight2,87,100,Nominal,Nominal,True,0,0.110000,0.330000,0.077000,0.108000
2018-07-18/flight2_w88,2018-07-18/flight2,88,100,Nominal,Nominal,True,0,0.060000,0.100000,0.077000,0.221000
2018-07-18/flight2_w89,2018-07-18/flight2,89,100,Nominal,Nominal,True,0,0.010000,0.050000,0.043000,0.082000
2018-07-18/flight2_w90,2018-07-18/flight2,90,100,Nominal,Nominal,True,0,0.020000,0.070000,0.170000,0.077000
2018-07-18/flight2_w91,2018-07-18/flight2,91,100,Nominal,Nominal,True,0,0.040000,0.060000,0.082000,0.168000
2018-07-18/flight2_w92,2018-07-18/flight2,92,100,Nominal,Nominal,True,0,0.040000,0.090000,0.035000,0.063000
2018-07-18/flight2_w93,2018-07-18/flight2,93,100,Nominal,Nominal,True,0,0.140000,0.160000,0.044000,0.070000
2018-07-18/flight2_w94,2018-07-18/flight2,94,100,Nominal,Nominal,True,0,0.030000,0.080000,0.120000,0.062000
2018-07-18/flight2_w95,2018-07-18/flight2,95,100,Nominal,Nominal,True,0,0.040000,0.090000,0.036000,0.071000
2018-07-18/flight2_w96,2018-07-18/flight2,96,100,Nominal,Nominal,True,0,0.050000,0.140000,0.050000,0.222000
2018-07-18/flight2_w97,2018-07-18/flight2,97,100,Nominal,Nominal,True,0,0.080000,0.080000,0.175000,0.065000
2018-07-18/flight2_w98,2018-07-18/flight2,98,100,Nominal,Nominal,True,0,0.080000,0.080000,0.143000,0.045000
2018-07-18/flight2_w99,2018-07-18/flight2,99,100,Nominal,Nominal,True,0,0.070000,0.080000,0.153000,0.066000
2018-07-18/flight2_w100,2018-07-18/flight2,100,100,Nominal,Nominal,True,0,0.080000,0.060000,0.057000,0.070000
2018-07-18/flight2_w101,2018-07-18/flight2,101,100,Nominal,Nominal,True,0,0.040000,0.080000,0.106000,0.065000
2018-07-18/flight2_w102,2018-07-18/flight2,102,100,Nominal,Nominal,True,0,0.020000,0.080000,0.045000,0.103000
2018-07-18/flight2_w103,2018-07-18/flight2,103,100,Nominal,Nominal,True,0,0.000000,0.050000,0.032000,0.011000
2018-07-18/flight2_w104,2018-07-18/flight2,104,100,Nominal,Nominal,True,0,0.010000,0.020000,0.032000,0.010000
2018-07-18/flight2_w105,2018-07-18/flight2,105,100,Nominal,Nominal,True,0,0.030000,0.040000,0.029000,0.034000
2018-07-18/flight2_w106,2018-07-18/flight2,106,100,Nominal,Nominal,True,0,0.030000,0.090000,0.031000,0.010000
2018-07-18/flight2_w107,2018-07-18/flight2,107,100,Nominal,Nominal,True,0,0.030000,0.040000,0.039000,0.031000
2018-07-18/flight2_w108,2018-07-18/flight2,108,100,Nominal,Nominal,True,0,0.020000,0.020000,0.048000,0.043000
2018-07-18/flight2_w109,2018-07-18/flight2,109,100,Nominal,Nominal,True,0,0.010000,0.030000,0.029000,0.010000
2018-07-18/flight2_w110,2018-07-18/flight2,110,100,Nominal,Nominal,True,0,0.040000,0.040000,0.030000,0.018000
2018-07-18/flight2_w111,2018-07-18/flight2,111,100,Nominal,Nominal,True,0,0.020000,0.040000,0.030000,0.009000
2018-07-18/flight2_w112,2018-07-18/flight2,112,100,Nominal,Nominal,True,0,0.020000,0.020000,0.031000,0.009000
2018-07-18/flight2_w113,2018-07-18/flight2,113,100,Nominal,Nominal,True,0,0.020000,0.030000,0.030000,0.010000
2018-07-18/flight2_w114,2018-07-18/flight2,114,100,Nominal,Nominal,True,0,0.020000,0.050000,0.037000,0.077000
2018-07-18/flight2_w115,2018-07-18/flight2,115,100,Nominal,Nominal,True,0,0.030000,0.040000,0.048000,0.045000
2018-07-18/flight2_w116,2018-07-18/flight2,116,100,Nominal,Nominal,True,0,0.050000,0.030000,0.030000,0.018000
2018-07-18/flight2_w117,2018-07-18/flight2,117,100,Nominal,Nominal,True,0,0.050000,0.030000,0.041000,0.025000
2018-07-18/flight2_w118,2018-07-18/flight2,118,100,Nominal,Nominal,True,0,0.040000,0.050000,0.028000,0.017000
2018-07-18/flight2_w119,2018-07-18/flight2,119,100,Nominal,Nominal,True,0,0.020000,0.050000,0.030000,0.017000
2018-07-18/flight2_w120,2018-07-18/flight2,120,100,Nominal,Nominal,True,0,0.060000,0.030000,0.056000,0.040000
2018-07-18/flight2_w121,2018-07-18/flight2,121,100,Nominal,Propulsion/Control,False,0,5.840000,22.520000,1.388000,0.526000
2018-07-18/flight2_w122,2018-07-18/flight2,122,100,Nominal,Propulsion/Control,False,0,6.540000,26.650000,1.311000,0.463000
2018-07-18/flight2_w123,2018-07-18/flight2,123,100,Nominal,Propulsion/Control,False,0,6.230000,28.190000,0.841000,0.362000
2018-07-18/flight2_w124,2018-07-18/flight2,124,100,Nominal,Propulsion/Control,False,0,5.770000,24.750000,0.948000,0.441000
2018-07-18/flight2_w125,2018-07-18/flight2,125,100,Nominal,Propulsion/Control,False,0,5.730000,24.730000,0.651000,0.621000
2018-07-18/flight2_w126,2018-07-18/flight2,126,100,Nominal,Propulsion/Control,False,0,6.590000,27.240000,0.873000,0.597000
2018-07-18/flight2_w127,2018-07-18/flight2,127,100,Nominal,Propulsion/Control,False,0,3.840000,27.200000,0.987000,0.441000
2018-07-18/flight2_w128,2018-07-18/flight2,128,100,Nominal,Propulsion/Control,False,0,3.160000,22.980000,1.012000,0.541000
2018-07-18/flight2_w129,2018-07-18/flight2,129,100,Nominal,Propulsion/Control,False,0,4.930000,20.730000,0.729000,0.272000
2018-07-18/flight2_w130,2018-07-18/flight2,130,100,Nominal,Propulsion/Control,False,0,9.530000,28.840000,0.720000,0.557000
2018-07-18/flight2_w131,2018-07-18/flight2,131,100,Nominal,Propulsion/Control,False,0,5.270000,28.690000,0.672000,0.327000
2018-07-18/flight2_w132,2018-07-18/flight2,132,100,Nominal,Propulsion/Control,False,0,3.740000,23.380000,0.839000,0.709000
2018-07-18/flight2_w133,2018-07-18/flight2,133,100,Nominal,Propulsion/Control,False,0,7.230000,23.790000,0.665000,0.480000
2018-07-18/flight2_w134,2018-07-18/flight2,134,100,Nominal,Propulsion/Control,False,0,6.710000,25.210000,0.905000,0.423000
2018-07-18/flight2_w135,2018-07-18/flight2,135,100,Nominal,Propulsion/Control,False,0,2.890000,28.910000,0.663000,0.382000
2018-07-18/flight2_w136,2018-07-18/flight2,136,100,Nominal,Propulsion/Control,False,0,6.380000,28.130000,0.879000,0.417000
2018-07-18/flight2_w137,2018-07-18/flight2,137,100,Nominal,Propulsion/Control,False,0,5.210000,21.450000,0.599000,0.205000
2018-07-18/flight2_w138,2018-07-18/flight2,138,100,Nominal,Nominal,True,0,2.530000,19.600000,0.495000,0.357000
2018-07-18/flight2_w139,2018-07-18/flight2,139,100,Nominal,Nominal,True,0,2.150000,18.350000,0.429000,0.356000
2018-07-18/flight2_w140,2018-07-18/flight2,140,100,Nominal,Propulsion/Control,False,0,4.560000,21.740000,0.798000,0.424000
2018-07-18/flight2_w141,2018-07-18/flight2,141,100,Nominal,Propulsion/Control,False,0,2.130000,20.210000,0.696000,0.464000
2018-07-18/flight2_w142,2018-07-18/flight2,142,100,Nominal,Propulsion/Control,False,0,4.550000,25.780000,0.961000,0.402000
2018-07-18/flight2_w143,2018-07-18/flight2,143,100,Nominal,Propulsion/Control,False,0,3.430000,23.180000,0.566000,0.404000
2018-07-18/flight2_w144,2018-07-18/flight2,144,100,Nominal,Propulsion/Control,False,0,2.180000,20.900000,0.732000,0.444000
2018-07-18/flight2_w145,2018-07-18/flight2,145,100,Nominal,Propulsion/Control,False,0,3.540000,20.790000,0.733000,0.347000
2018-07-18/flight2_w146,2018-07-18/flight2,146,100,Nominal,Propulsion/Control,False,0,3.790000,24.710000,1.329000,0.893000
2018-07-18/flight2_w147,2018-07-18/flight2,147,100,Nominal,Propulsion/Control,False,0,2.440000,21.310000,0.771000,0.373000
2018-07-18/flight2_w148,2018-07-18/flight2,148,100,Nominal,Propulsion/Control,False,0,2.320000,25.700000,0.687000,0.401000
2018-07-18/flight2_w149,2018-07-18/flight2,149,100,Nominal,Propulsion/Control,False,0,3.380000,23.040000,0.639000,0.477000
2018-07-18/flight2_w150,2018-07-18/flight2,150,100,Nominal,Propulsion/Control,False,0,1.750000,19.780000,0.529000,0.349000
2018-07-18/flight2_w151,2018-07-18/flight2,151,100,Nominal,Propulsion/Control,False,0,4.820000,19.910000,1.168000,0.441000
2018-07-18/flight2_w152,2018-07-18/flight2,152,100,Nominal,Propulsion/Control,False,0,3.370000,23.120000,0.698000,0.405000
2018-07-18/flight2_w153,2018-07-18/flight2,153,100,Nominal,Propulsion/Control,False,0,8.260000,25.630000,0.489000,0.323000
2018-07-18/flight2_w154,2018-07-18/flight2,154,100,Nominal,Propulsion/Control,False,0,5.310000,29.130000,1.635000,0.480000
2018-07-18/flight2_w155,2018-07-18/flight2,155,100,Nominal,Propulsion/Control,False,0,5.790000,24.790000,1.103000,0.511000
2018-07-18/flight2_w156,2018-07-18/flight2,156,100,Nominal,Propulsion/Control,False,0,2.850000,23.500000,1.166000,0.256000
2018-07-18/flight2_w157,2018-07-18/flight2,157,100,Nominal,Propulsion/Control,False,0,5.600000,25.440000,1.115000,0.494000
2018-07-18/flight2_w158,2018-07-18/flight2,158,100,Nominal,Propulsion/Control,False,0,5.690000,22.470000,0.754000,0.557000
2018-07-18/flight2_w159,2018-07-18/flight2,159,100,Nominal,Propulsion/Control,False,0,5.260000,20.550000,0.807000,0.615000
2018-07-18/flight2_w160,2018-07-18/flight2,160,100,Nominal,Propulsion/Control,False,0,3.360000,17.960000,2.535000,0.335000
2018-07-18/flight2_w161,2018-07-18/flight2,161,100,Nominal,Propulsion/Control,False,0,0.360000,5.890000,0.905000,1.045000
2018-07-18/flight2_w162,2018-07-18/flight2,162,100,Nominal,Propulsion/Control,False,0,0.250000,3.260000,0.844000,0.559000
2018-07-18/flight2_w163,2018-07-18/flight2,163,100,Nominal,Nominal,True,0,0.110000,0.760000,0.518000,0.154000
2018-07-18/flight2_w164,2018-07-18/flight2,164,100,Nominal,Nominal,True,0,0.060000,0.280000,0.013000,0.010000
2018-07-18/flight2_w165,2018-07-18/flight2,165,100,Nominal,Nominal,True,0,0.040000,0.250000,0.013000,0.007000
2018-07-18/flight2_w166,2018-07-18/flight2,166,100,Nominal,Nominal,True,0,0.050000,0.230000,0.014000,0.008000
2018-07-18/flight2_w167,2018-07-18/flight2,167,100,Nominal,Nominal,True,0,0.050000,0.220000,0.014000,0.008000
2018-07-18/flight2_w168,2018-07-18/flight2,168,100,Nominal,Nominal,True,0,0.070000,0.200000,0.014000,0.008000
2018-07-18/flight2_w169,2018-07-18/flight2,169,100,Nominal,Nominal,True,0,0.060000,0.190000,0.014000,0.007000
2018-07-18/flight2_w170,2018-07-18/flight2,170,100,Nominal,Nominal,True,0,0.070000,0.160000,0.014000,0.007000
2018-07-18/flight2_w171,2018-07-18/flight2,171,100,Nominal,Nominal,True,0,0.080000,0.130000,0.015000,0.011000
2018-07-18/flight2_w172,2018-07-18/flight2,172,100,Nominal,Nominal,True,0,0.110000,0.120000,0.015000,0.010000
2018-07-18/flight2_w173,2018-07-18/flight2,173,100,Nominal,Nominal,True,0,0.100000,0.100000,0.016000,0.011000
2018-07-18/flight2_w174,2018-07-18/flight2,174,100,Nominal,Nominal,True,0,0.090000,0.090000,0.016000,0.010000
2018-07-18/flight2_w175,2018-07-18/flight2,175,100,Nominal,Nominal,True,0,0.100000,0.070000,0.028000,0.015000
2018-07-18/flight2_w176,2018-07-18/flight2,176,100,Nominal,Nominal,True,0,0.100000,0.080000,0.053000,0.169000
2018-07-18/flight2_w177,2018-07-18/flight2,177,100,Nominal,Nominal,True,0,0.110000,0.140000,0.163000,0.299000
2018-07-18/flight2_w178,2018-07-18/flight2,178,100,Nominal,Nominal,True,0,0.120000,0.050000,0.017000,0.022000
2018-07-18/flight2_w179,2018-07-18/flight2,179,100,Nominal,Nominal,True,0,0.100000,0.070000,0.073000,0.122000
2018-07-18/flight2_w180,2018-07-18/flight2,180,100,Nominal,Nominal,True,0,0.110000,0.090000,0.119000,0.141000
2018-07-18/flight2_w181,2018-07-18/flight2,181,100,Nominal,Nominal,True,0,0.100000,0.040000,0.019000,0.021000
2018-07-18/flight2_w182,2018-07-18/flight2,182,100,Nominal,Nominal,True,0,0.080000,0.060000,0.017000,0.012000
2018-07-18/flight2_w183,2018-07-18/flight2,183,100,Nominal,Nominal,True,0,0.050000,0.060000,0.017000,0.012000
2018-07-18/flight3_w0,2018-07-18/flight3,0,100,Nominal,Nominal,True,0,0.040000,0.130000,0.020000,0.011000
2018-07-18/flight3_w1,2018-07-18/flight3,1,100,Nominal,Nominal,True,0,0.040000,0.120000,0.019000,0.014000
2018-07-18/flight3_w2,2018-07-18/flight3,2,100,Nominal,Nominal,True,0,0.030000,0.120000,0.018000,0.009000
2018-07-18/flight3_w3,2018-07-18/flight3,3,100,Nominal,Nominal,True,0,0.030000,0.090000,0.018000,0.006000
2018-07-18/flight3_w4,2018-07-18/flight3,4,100,Nominal,Nominal,True,0,0.050000,0.100000,0.021000,0.009000
2018-07-18/flight3_w5,2018-07-18/flight3,5,100,Nominal,Nominal,True,0,0.050000,0.080000,0.053000,0.033000
2018-07-18/flight3_w6,2018-07-18/flight3,6,100,Nominal,Nominal,True,0,0.020000,0.100000,0.026000,0.006000
2018-07-18/flight3_w7,2018-07-18/flight3,7,100,Nominal,Nominal,True,0,0.050000,0.090000,0.027000,0.011000
2018-07-18/flight3_w8,2018-07-18/flight3,8,100,Nominal,Nominal,True,0,0.040000,0.090000,0.059000,0.047000
2018-07-18/flight3_w9,2018-07-18/flight3,9,100,Nominal,Nominal,True,0,0.040000,0.080000,0.027000,0.014000
2018-07-18/flight3_w10,2018-07-18/flight3,10,100,Nominal,Nominal,True,0,0.050000,0.090000,0.024000,0.011000
2018-07-18/flight3_w11,2018-07-18/flight3,11,100,Nominal,Nominal,True,0,0.200000,1.470000,0.470000,0.349000
2018-07-18/flight3_w12,2018-07-18/flight3,12,100,Nominal,Propulsion/Control,False,0,0.330000,4.450000,0.857000,0.698000
2018-07-18/flight3_w13,2018-07-18/flight3,13,100,Nominal,Propulsion/Control,False,0,3.030000,22.530000,1.029000,0.609000
2018-07-18/flight3_w14,2018-07-18/flight3,14,100,Nominal,Propulsion/Control,False,0,8.530000,25.050000,1.025000,0.585000
2018-07-18/flight3_w15,2018-07-18/flight3,15,100,Nominal,Propulsion/Control,False,0,4.030000,26.880000,0.961000,0.473000
2018-07-18/flight3_w16,2018-07-18/flight3,16,100,Nominal,Propulsion/Control,False,0,8.550000,24.630000,1.036000,0.486000
2018-07-18/flight3_w17,2018-07-18/flight3,17,100,Nominal,Propulsion/Control,False,0,3.520000,24.940000,0.863000,0.521000
2018-07-18/flight3_w18,2018-07-18/flight3,18,100,Nominal,Propulsion/Control,False,0,8.180000,21.530000,1.045000,0.384000
2018-07-18/flight3_w19,2018-07-18/flight3,19,100,Nominal,Propulsion/Control,False,0,3.960000,19.720000,0.706000,0.435000
